NAME                                             READY   STATUS      RESTARTS      AGE     IP               NODE                             NOMINATED NODE   READINESS GATES
cganalysis-structure-iter00-000000000000-vwb5x   0/1     Completed   0             127m    192.168.16.100   ip-192-168-10-29.ec2.internal    <none>           <none>
cganalysis-structure-iter00-000000000001-vws5x   0/1     Completed   0             127m    192.168.12.88    ip-192-168-8-158.ec2.internal    <none>           <none>
cganalysis-structure-iter00-000000000002-d95xp   0/1     Completed   0             113m    192.168.2.9      ip-192-168-21-14.ec2.internal    <none>           <none>
cganalysis-structure-iter00-000000000003-sns8r   0/1     Completed   0             95m     192.168.0.247    ip-192-168-8-158.ec2.internal    <none>           <none>
cganalysis-structure-iter00-000000000004-4njzd   0/1     Completed   0             93m     192.168.14.30    ip-192-168-10-29.ec2.internal    <none>           <none>
cganalysis-structure-iter00-000000000006-v5sk8   0/1     Completed   0             81m     192.168.26.224   ip-192-168-21-14.ec2.internal    <none>           <none>
cganalysis-structure-iter00-000000000008-bmsk5   0/1     Completed   0             65m     192.168.13.141   ip-192-168-8-158.ec2.internal    <none>           <none>
cganalysis-structure-iter00-000000000010-7669w   0/1     Completed   0             63m     192.168.8.82     ip-192-168-10-29.ec2.internal    <none>           <none>
cganalysis-structure-iter00-000000000012-wr9l9   0/1     Completed   0             51m     192.168.15.1     ip-192-168-21-14.ec2.internal    <none>           <none>
cganalysis-structure-iter00-000000000014-tjtbp   0/1     Completed   0             35m     192.168.21.228   ip-192-168-8-158.ec2.internal    <none>           <none>
cganalysis-structure-iter00-000000000016-76hm2   0/1     Completed   0             33m     192.168.10.106   ip-192-168-10-29.ec2.internal    <none>           <none>
cganalysis-structure-iter00-000000000018-67kjh   1/1     Running     0             21m     192.168.1.239    ip-192-168-21-14.ec2.internal    <none>           <none>
cganalysis-structure-iter00-000000000020-x5hmm   1/1     Running     0             5m18s   192.168.14.174   ip-192-168-8-158.ec2.internal    <none>           <none>
cganalysis-structure-iter00-000000000022-lfl9s   1/1     Running     0             3m47s   192.168.14.30    ip-192-168-10-29.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000000-xvw2x    0/1     Completed   0             144m    192.168.14.52    ip-192-168-21-14.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000001-x89xh    0/1     Completed   0             144m    192.168.14.174   ip-192-168-8-158.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000002-cnzrg    0/1     Completed   0             127m    192.168.11.11    ip-192-168-21-14.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000003-qjljq    0/1     Completed   0             127m    192.168.2.99     ip-192-168-25-28.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000004-mhtwn    0/1     Completed   0             113m    192.168.0.69     ip-192-168-7-169.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000006-sg2zv    0/1     Completed   0             109m    192.168.6.16     ip-192-168-25-28.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000008-kwx27    0/1     Completed   0             96m     192.168.16.188   ip-192-168-7-169.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000010-njr99    0/1     Completed   0             94m     192.168.2.99     ip-192-168-25-28.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000012-dh7lw    0/1     Completed   0             82m     192.168.6.71     ip-192-168-7-169.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000014-hp2ds    0/1     Completed   0             78m     192.168.6.16     ip-192-168-25-28.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000016-h6q67    0/1     Completed   0             68m     192.168.6.71     ip-192-168-7-169.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000018-lvdjg    0/1     Completed   0             62m     192.168.2.99     ip-192-168-25-28.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000020-2rcp2    0/1     Completed   0             53m     192.168.0.69     ip-192-168-7-169.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000022-m4dbg    0/1     Completed   0             46m     192.168.31.46    ip-192-168-25-28.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000024-wqj2f    0/1     Completed   0             39m     192.168.9.122    ip-192-168-7-169.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000026-t9bz9    0/1     Error       0             28m     192.168.1.65     ip-192-168-25-28.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000042-r899w    0/1     Completed   0             25m     192.168.4.176    ip-192-168-25-28.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000188-j49tq    1/1     Running     0             7m41s   192.168.2.99     ip-192-168-25-28.ec2.internal    <none>           <none>
mummi-sample-mlserver-78746977b4-sjlqs           1/1     Running     0             151m    192.168.20.200   ip-192-168-31-201.ec2.internal   <none>           <none>
mummi-sample-rabbitmq-5d874bc456-bvfw8           1/1     Running     0             151m    192.168.17.225   ip-192-168-31-201.ec2.internal   <none>           <none>
mummi-sample-wfmanager-64d87ddb87-lqnc7          1/1     Running     1 (50s ago)   145m    192.168.31.39    ip-192-168-25-28.ec2.internal    <none>           <none>
registry-0                                       1/1     Running     0             151m    192.168.0.109    ip-192-168-10-29.ec2.internal    <none>           <none>
