NAME                                   READY   STATUS      RESTARTS   AGE    IP               NODE                             NOMINATED NODE   READINESS GATES
cganalysis-structure-005049755-fnnff   0/1     Completed   0          30m    192.168.17.36    ip-192-168-7-211.ec2.internal    <none>           <none>
cganalysis-structure-006303912-p4qqd   0/1     Completed   0          77m    192.168.17.237   ip-192-168-30-150.ec2.internal   <none>           <none>
cganalysis-structure-006544610-vrpp7   0/1     Completed   0          30m    192.168.11.8     ip-192-168-30-150.ec2.internal   <none>           <none>
cganalysis-structure-017729894-mhwgz   0/1     Completed   0          77m    192.168.3.78     ip-192-168-7-211.ec2.internal    <none>           <none>
cganalysis-structure-030977402-p65cw   0/1     Completed   0          30m    192.168.31.93    ip-192-168-4-89.ec2.internal     <none>           <none>
cganalysis-structure-057456688-rjltw   0/1     Completed   0          77m    192.168.13.104   ip-192-168-4-89.ec2.internal     <none>           <none>
cganalysis-structure-086485462-wmxfk   0/1     Completed   0          30m    192.168.31.150   ip-192-168-4-12.ec2.internal     <none>           <none>
cganalysis-structure-095554186-lvgg7   0/1     Completed   0          77m    192.168.17.211   ip-192-168-4-12.ec2.internal     <none>           <none>
createsim-structure-005049755-lshl5    0/1     Completed   0          44m    192.168.28.131   ip-192-168-7-211.ec2.internal    <none>           <none>
createsim-structure-006303912-9pxvv    0/1     Completed   0          93m    192.168.15.92    ip-192-168-30-150.ec2.internal   <none>           <none>
createsim-structure-006544610-vqv2f    0/1     Completed   0          44m    192.168.29.109   ip-192-168-30-150.ec2.internal   <none>           <none>
createsim-structure-017729894-q6qt8    0/1     Completed   0          93m    192.168.13.224   ip-192-168-4-89.ec2.internal     <none>           <none>
createsim-structure-030977402-g8cmc    0/1     Completed   0          44m    192.168.13.104   ip-192-168-4-89.ec2.internal     <none>           <none>
createsim-structure-057456688-ffvm9    0/1     Completed   0          93m    192.168.24.6     ip-192-168-7-211.ec2.internal    <none>           <none>
createsim-structure-086485462-stqxw    0/1     Completed   0          44m    192.168.9.29     ip-192-168-4-12.ec2.internal     <none>           <none>
createsim-structure-095554186-5jhdz    0/1     Completed   0          93m    192.168.9.29     ip-192-168-4-12.ec2.internal     <none>           <none>
mlrunner-structure-005049755-zk9pr     0/1     Completed   0          44m    192.168.24.6     ip-192-168-7-211.ec2.internal    <none>           <none>
mlrunner-structure-006303912-vl6cd     0/1     Completed   0          100m   192.168.23.9     ip-192-168-30-150.ec2.internal   <none>           <none>
mlrunner-structure-006544610-hh528     0/1     Completed   0          44m    192.168.13.68    ip-192-168-30-150.ec2.internal   <none>           <none>
mlrunner-structure-017729894-5bbrj     0/1     Completed   0          100m   192.168.14.26    ip-192-168-7-211.ec2.internal    <none>           <none>
mlrunner-structure-030977402-f69ls     0/1     Completed   0          44m    192.168.18.227   ip-192-168-4-89.ec2.internal     <none>           <none>
mlrunner-structure-057456688-594dp     0/1     Completed   0          100m   192.168.31.93    ip-192-168-4-89.ec2.internal     <none>           <none>
mlrunner-structure-086485462-bhjs8     0/1     Completed   0          45m    192.168.2.41     ip-192-168-4-12.ec2.internal     <none>           <none>
mlrunner-structure-095554186-ss9hx     0/1     Completed   0          100m   192.168.2.41     ip-192-168-4-12.ec2.internal     <none>           <none>
mummi-manager-d6f98c7dd-ngs7k          1/1     Running     0          100m   192.168.26.222   ip-192-168-5-205.ec2.internal    <none>           <none>
registry-0                             1/1     Running     0          100m   192.168.19.188   ip-192-168-5-205.ec2.internal    <none>           <none>
