I0315 19:32:48.208867       1 flags.go:57] FLAG: --add-dir-header="false"
I0315 19:32:48.209281       1 flags.go:57] FLAG: --memory-total="0:6400000"
I0315 19:32:48.209292       1 flags.go:57] FLAG: --min-replica-count="0"
I0315 19:32:48.209296       1 flags.go:57] FLAG: --namespace="kube-system"
I0315 19:32:48.209302       1 flags.go:57] FLAG: --new-pod-scale-up-delay="0s"
I0315 19:32:48.209307       1 flags.go:57] FLAG: --node-autoprovisioning-enabled="false"
I0315 19:32:48.209311       1 flags.go:57] FLAG: --node-delete-delay-after-taint="5s"
I0315 19:32:48.209316       1 flags.go:57] FLAG: --node-deletion-batcher-interval="0s"
I0315 19:32:48.209320       1 flags.go:57] FLAG: --node-deletion-delay-timeout="2m0s"
I0315 19:32:48.209324       1 flags.go:57] FLAG: --node-group-auto-discovery="[asg:tag=k8s.io/cluster-autoscaler/enabled,kubernetes.io/cluster/mini-mummi]"
I0315 19:32:48.209328       1 flags.go:57] FLAG: --node-group-backoff-reset-timeout="3h0m0s"
I0315 19:32:48.209333       1 flags.go:57] FLAG: --node-info-cache-expire-time="87600h0m0s"
I0315 19:32:48.209336       1 flags.go:57] FLAG: --nodes="[]"
I0315 19:32:48.209339       1 flags.go:57] FLAG: --ok-total-unready-count="3"
I0315 19:32:48.209341       1 flags.go:57] FLAG: --one-output="false"
I0315 19:32:48.209344       1 flags.go:57] FLAG: --parallel-drain="false"
I0315 19:32:48.209347       1 flags.go:57] FLAG: --profiling="false"
I0315 19:32:48.209349       1 flags.go:57] FLAG: --record-duplicated-events="false"
I0315 19:32:48.209354       1 flags.go:57] FLAG: --regional="false"
I0315 19:32:48.209356       1 flags.go:57] FLAG: --scale-down-candidates-pool-min-count="50"
I0315 19:32:48.209359       1 flags.go:57] FLAG: --scale-down-candidates-pool-ratio="0.1"
I0315 19:32:48.209367       1 flags.go:57] FLAG: --scale-down-delay-after-add="2m0s"
I0315 19:32:48.209375       1 flags.go:57] FLAG: --scale-down-delay-after-delete="0s"
I0315 19:32:48.209378       1 flags.go:57] FLAG: --scale-down-delay-after-failure="3m0s"
I0315 19:32:48.209380       1 flags.go:57] FLAG: --scale-down-enabled="true"
I0315 19:32:48.209384       1 flags.go:57] FLAG: --scale-down-gpu-utilization-threshold="0.5"
I0315 19:32:48.209389       1 flags.go:57] FLAG: --scale-down-non-empty-candidates-count="30"
I0315 19:32:48.209400       1 flags.go:57] FLAG: --scale-down-simulation-timeout="5m0s"
I0315 19:32:48.209405       1 flags.go:57] FLAG: --scale-down-unneeded-time="2m0s"
I0315 19:32:48.209409       1 flags.go:57] FLAG: --scale-down-unready-time="20m0s"
I0315 19:32:48.209414       1 flags.go:57] FLAG: --scale-down-utilization-threshold="0.5"
I0315 19:32:48.209423       1 flags.go:57] FLAG: --scale-up-from-zero="true"
I0315 19:32:48.209429       1 flags.go:57] FLAG: --scan-interval="10s"
I0315 19:32:48.209431       1 flags.go:57] FLAG: --skip-headers="false"
I0315 19:32:48.209434       1 flags.go:57] FLAG: --skip-log-headers="false"
I0315 19:32:48.209436       1 flags.go:57] FLAG: --skip-nodes-with-local-storage="false"
I0315 19:32:48.209439       1 flags.go:57] FLAG: --skip-nodes-with-system-pods="false"
I0315 19:32:48.209441       1 flags.go:57] FLAG: --status-config-map-name="cluster-autoscaler-status"
I0315 19:32:48.209444       1 flags.go:57] FLAG: --stderrthreshold="0"
I0315 19:32:48.209447       1 flags.go:57] FLAG: --unremovable-node-recheck-timeout="5m0s"
I0315 19:32:48.209457       1 flags.go:57] FLAG: --user-agent="cluster-autoscaler"
I0315 19:32:48.209460       1 flags.go:57] FLAG: --v="4"
I0315 19:32:48.209463       1 flags.go:57] FLAG: --vmodule=""
I0315 19:32:48.209466       1 flags.go:57] FLAG: --write-status-configmap="true"
I0315 19:32:48.209470       1 main.go:474] Cluster Autoscaler 1.26.2
I0315 19:32:48.314831       1 leaderelection.go:248] attempting to acquire leader lease kube-system/cluster-autoscaler...
I0315 19:32:48.325750       1 leaderelection.go:258] successfully acquired lease kube-system/cluster-autoscaler
I0315 19:32:48.326035       1 event_sink_logging_wrapper.go:48] Event(v1.ObjectReference{Kind:"Lease", Namespace:"kube-system", Name:"cluster-autoscaler", UID:"026f3251-abff-41cd-8e06-ed8019e90fce", APIVersion:"coordination.k8s.io/v1", ResourceVersion:"14814", FieldPath:""}): type: 'Normal' reason: 'LeaderElection' cluster-autoscaler-786dfb6c56-kjnct became leader
I0315 19:32:48.327494       1 reflector.go:221] Starting reflector *v1.PersistentVolume (0s) from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.327510       1 reflector.go:257] Listing and watching *v1.PersistentVolume from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.327616       1 reflector.go:221] Starting reflector *v1.ReplicationController (0s) from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.327626       1 reflector.go:257] Listing and watching *v1.ReplicationController from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.327718       1 reflector.go:221] Starting reflector *v1.ReplicaSet (0s) from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.327732       1 reflector.go:257] Listing and watching *v1.ReplicaSet from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.327849       1 reflector.go:221] Starting reflector *v1.Node (0s) from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.327861       1 reflector.go:257] Listing and watching *v1.Node from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.327961       1 reflector.go:221] Starting reflector *v1.CSIStorageCapacity (0s) from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.327971       1 reflector.go:257] Listing and watching *v1.CSIStorageCapacity from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.328070       1 reflector.go:221] Starting reflector *v1.StatefulSet (0s) from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.328083       1 reflector.go:257] Listing and watching *v1.StatefulSet from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.404215       1 request.go:622] Waited for 76.077341ms due to client-side throttling, not priority and fairness, request: GET:https://10.100.0.1:443/apis/apps/v1/statefulsets?limit=500&resourceVersion=0
I0315 19:32:48.404309       1 reflector.go:221] Starting reflector *v1.Namespace (0s) from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.404330       1 reflector.go:257] Listing and watching *v1.Namespace from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.404395       1 reflector.go:221] Starting reflector *v1.Node (1h0m0s) from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:246
I0315 19:32:48.404441       1 reflector.go:257] Listing and watching *v1.Node from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:246
I0315 19:32:48.404588       1 reflector.go:221] Starting reflector *v1.Service (0s) from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.404633       1 reflector.go:257] Listing and watching *v1.Service from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.404627       1 reflector.go:221] Starting reflector *v1.StorageClass (0s) from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.404616       1 reflector.go:221] Starting reflector *v1.Pod (1h0m0s) from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:188
I0315 19:32:48.404642       1 reflector.go:221] Starting reflector *v1.Pod (1h0m0s) from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:212
I0315 19:32:48.404697       1 reflector.go:257] Listing and watching *v1.Pod from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:188
I0315 19:32:48.404693       1 reflector.go:257] Listing and watching *v1.Pod from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:212
I0315 19:32:48.404706       1 reflector.go:221] Starting reflector *v1.CSIDriver (0s) from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.404798       1 reflector.go:257] Listing and watching *v1.CSIDriver from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.404859       1 reflector.go:221] Starting reflector *v1.Pod (0s) from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.404983       1 reflector.go:221] Starting reflector *v1.CSINode (0s) from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.404954       1 reflector.go:257] Listing and watching *v1.Pod from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.405005       1 reflector.go:257] Listing and watching *v1.CSINode from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.405000       1 reflector.go:221] Starting reflector *v1.DaemonSet (1h0m0s) from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:320
I0315 19:32:48.405032       1 reflector.go:221] Starting reflector *v1.Node (1h0m0s) from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:246
I0315 19:32:48.405036       1 reflector.go:221] Starting reflector *v1.ReplicaSet (1h0m0s) from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:347
I0315 19:32:48.405189       1 reflector.go:257] Listing and watching *v1.ReplicaSet from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:347
I0315 19:32:48.405192       1 reflector.go:221] Starting reflector *v1.ReplicationController (1h0m0s) from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:329
I0315 19:32:48.405225       1 reflector.go:257] Listing and watching *v1.ReplicationController from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:329
I0315 19:32:48.405228       1 reflector.go:221] Starting reflector *v1.Job (1h0m0s) from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:338
I0315 19:32:48.405262       1 reflector.go:257] Listing and watching *v1.Job from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:338
I0315 19:32:48.404872       1 reflector.go:221] Starting reflector *v1.PodDisruptionBudget (0s) from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.405452       1 reflector.go:257] Listing and watching *v1.PodDisruptionBudget from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.404673       1 reflector.go:257] Listing and watching *v1.StorageClass from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.405062       1 reflector.go:257] Listing and watching *v1.DaemonSet from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:320
I0315 19:32:48.405071       1 reflector.go:257] Listing and watching *v1.Node from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:246
I0315 19:32:48.405085       1 reflector.go:221] Starting reflector *v1.PodDisruptionBudget (1h0m0s) from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:309
I0315 19:32:48.405580       1 reflector.go:257] Listing and watching *v1.PodDisruptionBudget from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:309
I0315 19:32:48.405105       1 reflector.go:221] Starting reflector *v1.StatefulSet (1h0m0s) from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:356
I0315 19:32:48.405630       1 reflector.go:257] Listing and watching *v1.StatefulSet from k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:356
I0315 19:32:48.405436       1 reflector.go:221] Starting reflector *v1.PersistentVolumeClaim (0s) from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.405667       1 reflector.go:257] Listing and watching *v1.PersistentVolumeClaim from k8s.io/client-go/informers/factory.go:150
I0315 19:32:48.604565       1 request.go:622] Waited for 199.088739ms due to client-side throttling, not priority and fairness, request: GET:https://10.100.0.1:443/api/v1/pods?limit=500&resourceVersion=0
I0315 19:32:48.804705       1 request.go:622] Waited for 322.391174ms due to client-side throttling, not priority and fairness, request: POST:https://10.100.0.1:443/api/v1/namespaces/kube-system/configmaps
I0315 19:32:48.904827       1 cloud_provider_builder.go:29] Building aws cloud provider.
I0315 19:32:49.004443       1 request.go:622] Waited for 598.812574ms due to client-side throttling, not priority and fairness, request: GET:https://10.100.0.1:443/api/v1/nodes?limit=500&resourceVersion=0
I0315 19:32:49.304742       1 request.go:622] Waited for 798.472184ms due to client-side throttling, not priority and fairness, request: GET:https://10.100.0.1:443/api/v1/persistentvolumeclaims?limit=500&resourceVersion=0
I0315 19:32:53.205007       1 aws_cloud_provider.go:404] Using static instance type g2.8xlarge
I0315 19:32:53.205064       1 aws_cloud_provider.go:404] Using static instance type g3s.xlarge
I0315 19:32:53.205100       1 aws_cloud_provider.go:404] Using static instance type g3.16xlarge
I0315 19:32:53.205128       1 aws_cloud_provider.go:404] Using static instance type g3.8xlarge
I0315 19:32:53.205180       1 aws_cloud_provider.go:404] Using static instance type g3.4xlarge
I0315 19:32:53.205195       1 aws_cloud_provider.go:404] Using static instance type g2.2xlarge
I0315 19:32:53.205207       1 aws_cloud_provider.go:404] Using static instance type cc2.8xlarge
