NAME                                   READY   STATUS      RESTARTS   AGE   IP               NODE                             NOMINATED NODE   READINESS GATES
cganalysis-structure-000848916-rklcn   0/1     Completed   0          70m   192.168.3.108    ip-192-168-15-97.ec2.internal    <none>           <none>
cganalysis-structure-018201636-nbkp8   0/1     Completed   0          30m   192.168.6.34     ip-192-168-8-24.ec2.internal     <none>           <none>
cganalysis-structure-029601618-q7qpj   0/1     Completed   0          71m   192.168.29.238   ip-192-168-22-102.ec2.internal   <none>           <none>
cganalysis-structure-030641144-mtzq5   0/1     Completed   0          32m   192.168.2.0      ip-192-168-22-102.ec2.internal   <none>           <none>
cganalysis-structure-040359927-h68fw   0/1     Completed   0          70m   192.168.30.45    ip-192-168-12-67.ec2.internal    <none>           <none>
cganalysis-structure-041674294-b4wzk   0/1     Completed   0          70m   192.168.6.37     ip-192-168-30-209.ec2.internal   <none>           <none>
cganalysis-structure-055809178-p9x2j   0/1     Completed   0          31m   192.168.7.45     ip-192-168-12-67.ec2.internal    <none>           <none>
cganalysis-structure-067546927-v9nsg   0/1     Completed   0          71m   192.168.28.10    ip-192-168-4-17.ec2.internal     <none>           <none>
cganalysis-structure-089108463-tt8z2   0/1     Completed   0          70m   192.168.13.165   ip-192-168-8-24.ec2.internal     <none>           <none>
cganalysis-structure-089365616-mkzg4   0/1     Completed   0          32m   192.168.13.172   ip-192-168-15-97.ec2.internal    <none>           <none>
createsim-structure-000848916-gzc6g    0/1     Completed   0          79m   192.168.28.29    ip-192-168-15-97.ec2.internal    <none>           <none>
createsim-structure-018201636-mfcf7    0/1     Completed   0          38m   192.168.26.149   ip-192-168-4-17.ec2.internal     <none>           <none>
createsim-structure-029601618-4gh46    0/1     Completed   0          79m   192.168.24.75    ip-192-168-22-102.ec2.internal   <none>           <none>
createsim-structure-030641144-55h7z    0/1     Completed   0          40m   192.168.11.135   ip-192-168-22-102.ec2.internal   <none>           <none>
createsim-structure-040359927-46cjb    0/1     Completed   0          79m   192.168.28.144   ip-192-168-12-67.ec2.internal    <none>           <none>
createsim-structure-041674294-cn2pm    0/1     Completed   0          79m   192.168.9.147    ip-192-168-30-209.ec2.internal   <none>           <none>
createsim-structure-055809178-cqdff    0/1     Completed   0          40m   192.168.12.220   ip-192-168-8-24.ec2.internal     <none>           <none>
createsim-structure-061107227-c9dht    0/1     Error       0          40m   192.168.25.62    ip-192-168-12-67.ec2.internal    <none>           <none>
createsim-structure-067546927-gh9fj    0/1     Completed   0          79m   192.168.22.218   ip-192-168-4-17.ec2.internal     <none>           <none>
createsim-structure-089108463-qmg2p    0/1     Completed   0          79m   192.168.24.242   ip-192-168-8-24.ec2.internal     <none>           <none>
createsim-structure-089365616-v8k4d    0/1     Completed   0          40m   192.168.29.84    ip-192-168-15-97.ec2.internal    <none>           <none>
mlrunner-structure-000848916-jx4rp     0/1     Completed   0          85m   192.168.10.175   ip-192-168-15-97.ec2.internal    <none>           <none>
mlrunner-structure-018201636-rjkrp     0/1     Completed   0          39m   192.168.19.44    ip-192-168-4-17.ec2.internal     <none>           <none>
mlrunner-structure-029601618-97mhx     0/1     Completed   0          85m   192.168.6.14     ip-192-168-4-17.ec2.internal     <none>           <none>
mlrunner-structure-030641144-2jw29     0/1     Completed   0          41m   192.168.8.36     ip-192-168-22-102.ec2.internal   <none>           <none>
mlrunner-structure-040359927-ld4df     0/1     Completed   0          85m   192.168.25.62    ip-192-168-12-67.ec2.internal    <none>           <none>
mlrunner-structure-041674294-s2hql     0/1     Completed   0          85m   192.168.18.63    ip-192-168-30-209.ec2.internal   <none>           <none>
mlrunner-structure-055809178-rh8dl     0/1     Completed   0          41m   192.168.29.47    ip-192-168-12-67.ec2.internal    <none>           <none>
mlrunner-structure-061107227-bv7fq     0/1     Completed   0          41m   192.168.24.228   ip-192-168-30-209.ec2.internal   <none>           <none>
mlrunner-structure-067546927-rvwxd     0/1     Completed   0          85m   192.168.14.227   ip-192-168-22-102.ec2.internal   <none>           <none>
mlrunner-structure-089108463-cvk8v     0/1     Completed   0          85m   192.168.19.145   ip-192-168-8-24.ec2.internal     <none>           <none>
mlrunner-structure-089365616-d8t6l     0/1     Completed   0          41m   192.168.10.90    ip-192-168-4-17.ec2.internal     <none>           <none>
mummi-manager-55b864fb8f-9qzxz         1/1     Running     0          85m   192.168.36.111   ip-192-168-43-126.ec2.internal   <none>           <none>
registry-0                             1/1     Running     0          85m   192.168.56.171   ip-192-168-43-126.ec2.internal   <none>           <none>
