NAME                                             READY   STATUS      RESTARTS      AGE    IP               NODE                            NOMINATED NODE   READINESS GATES
cganalysis-structure-iter00-000000000001-g8mxr   0/1     Completed   0             121m   192.168.5.112    ip-192-168-13-31.ec2.internal   <none>           <none>
cganalysis-structure-iter00-000000000003-q4wkf   0/1     Completed   0             121m   192.168.14.151   ip-192-168-19-83.ec2.internal   <none>           <none>
cganalysis-structure-iter00-000000000005-gs5nx   0/1     Completed   0             113m   192.168.31.179   ip-192-168-14-26.ec2.internal   <none>           <none>
cganalysis-structure-iter00-000000000007-h6fhs   0/1     Completed   0             90m    192.168.18.62    ip-192-168-19-83.ec2.internal   <none>           <none>
cganalysis-structure-iter00-000000000009-52wvp   0/1     Completed   0             90m    192.168.26.51    ip-192-168-13-31.ec2.internal   <none>           <none>
cganalysis-structure-iter00-000000000011-zn85q   0/1     Completed   0             83m    192.168.25.111   ip-192-168-14-26.ec2.internal   <none>           <none>
cganalysis-structure-iter00-000000000013-kxzsz   0/1     Completed   0             60m    192.168.2.180    ip-192-168-13-31.ec2.internal   <none>           <none>
cganalysis-structure-iter00-000000000015-qgrzq   0/1     Completed   0             60m    192.168.25.74    ip-192-168-19-83.ec2.internal   <none>           <none>
cganalysis-structure-iter00-000000000017-dhqcp   0/1     Completed   0             49m    192.168.5.27     ip-192-168-14-26.ec2.internal   <none>           <none>
cganalysis-structure-iter00-000000000019-5p6ss   0/1     Completed   0             30m    192.168.2.65     ip-192-168-13-31.ec2.internal   <none>           <none>
cganalysis-structure-iter00-000000000021-qvtnm   0/1     Completed   0             30m    192.168.20.72    ip-192-168-19-83.ec2.internal   <none>           <none>
cganalysis-structure-iter00-000000000023-brnc8   1/1     Running     0             19m    192.168.12.196   ip-192-168-14-26.ec2.internal   <none>           <none>
createsim-structure-iter00-000000000001-lxx47    0/1     Completed   0             130m   192.168.15.184   ip-192-168-14-26.ec2.internal   <none>           <none>
createsim-structure-iter00-000000000003-w577n    0/1     Completed   0             130m   192.168.23.220   ip-192-168-7-26.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000005-z2zvg    0/1     Completed   0             121m   192.168.27.194   ip-192-168-14-26.ec2.internal   <none>           <none>
createsim-structure-iter00-000000000007-k7jtz    0/1     Completed   0             121m   192.168.12.103   ip-192-168-7-26.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000009-nkmpf    0/1     Completed   0             113m   192.168.27.168   ip-192-168-19-10.ec2.internal   <none>           <none>
createsim-structure-iter00-000000000011-lr4c2    0/1     Completed   0             112m   192.168.6.65     ip-192-168-7-26.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000013-dwqdj    0/1     Completed   0             104m   192.168.10.5     ip-192-168-19-10.ec2.internal   <none>           <none>
createsim-structure-iter00-000000000015-k7k4l    0/1     Completed   0             103m   192.168.23.220   ip-192-168-7-26.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000017-6jfzm    0/1     Completed   0             95m    192.168.23.34    ip-192-168-7-26.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000019-v4p5w    0/1     Completed   0             95m    192.168.23.1     ip-192-168-19-10.ec2.internal   <none>           <none>
createsim-structure-iter00-000000000021-99txz    0/1     Completed   0             87m    192.168.2.171    ip-192-168-7-26.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000023-6d9jp    0/1     Completed   0             86m    192.168.9.181    ip-192-168-19-10.ec2.internal   <none>           <none>
createsim-structure-iter00-000000000025-ltdhh    0/1     Completed   0             79m    192.168.18.223   ip-192-168-7-26.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000027-rbczz    0/1     Completed   0             78m    192.168.15.132   ip-192-168-19-10.ec2.internal   <none>           <none>
createsim-structure-iter00-000000000029-22tq7    0/1     Completed   0             70m    192.168.4.60     ip-192-168-19-10.ec2.internal   <none>           <none>
createsim-structure-iter00-000000000031-sc5w4    0/1     Completed   0             70m    192.168.27.98    ip-192-168-7-26.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000033-b2p8n    0/1     Completed   0             62m    192.168.16.156   ip-192-168-19-10.ec2.internal   <none>           <none>
createsim-structure-iter00-000000000035-bfg5d    0/1     Completed   0             61m    192.168.29.162   ip-192-168-7-26.ec2.internal    <none>           <none>
createsim-structure-iter00-000000000037-n4w7p    0/1     Completed   0             53m    192.168.29.255   ip-192-168-19-10.ec2.internal   <none>           <none>
mummi-sample-mlserver-bcbb4f76-vfxv2             1/1     Running     0             134m   192.168.1.118    ip-192-168-19-10.ec2.internal   <none>           <none>
mummi-sample-rabbitmq-7fb6b7b4d9-nh4j2           1/1     Running     0             134m   192.168.35.229   ip-192-168-58-64.ec2.internal   <none>           <none>
mummi-sample-wfmanager-568547b999-lwbfd          1/1     Running     1 (12s ago)   131m   192.168.30.247   ip-192-168-19-83.ec2.internal   <none>           <none>
registry-0                                       1/1     Running     0             134m   192.168.47.180   ip-192-168-58-64.ec2.internal   <none>           <none>
