NAME                                   READY   STATUS      RESTARTS   AGE    IP               NODE                             NOMINATED NODE   READINESS GATES
cganalysis-structure-011275643-s27gf   0/1     Completed   0          77m    192.168.15.100   ip-192-168-16-239.ec2.internal   <none>           <none>
cganalysis-structure-016995260-h24pl   0/1     Completed   0          77m    192.168.25.180   ip-192-168-7-215.ec2.internal    <none>           <none>
cganalysis-structure-029645204-5z2c2   0/1     Completed   0          31m    192.168.0.42     ip-192-168-16-239.ec2.internal   <none>           <none>
cganalysis-structure-049675686-8t4mj   0/1     Completed   0          77m    192.168.25.33    ip-192-168-22-76.ec2.internal    <none>           <none>
cganalysis-structure-062429791-spdwv   0/1     Completed   0          77m    192.168.25.194   ip-192-168-0-184.ec2.internal    <none>           <none>
cganalysis-structure-063152374-sxpvp   0/1     Completed   0          77m    192.168.11.21    ip-192-168-11-110.ec2.internal   <none>           <none>
cganalysis-structure-072748710-pts2w   0/1     Completed   0          30m    192.168.12.37    ip-192-168-11-110.ec2.internal   <none>           <none>
cganalysis-structure-074542003-5b656   0/1     Completed   0          31m    192.168.27.74    ip-192-168-7-215.ec2.internal    <none>           <none>
cganalysis-structure-080858971-2rjz7   0/1     Completed   0          31m    192.168.28.230   ip-192-168-22-76.ec2.internal    <none>           <none>
cganalysis-structure-093343854-2g2hb   0/1     Completed   0          77m    192.168.16.27    ip-192-168-28-81.ec2.internal    <none>           <none>
createsim-structure-011275643-6q6j9    0/1     Completed   0          93m    192.168.6.80     ip-192-168-16-239.ec2.internal   <none>           <none>
createsim-structure-016995260-t5b4t    0/1     Completed   0          93m    192.168.30.178   ip-192-168-7-215.ec2.internal    <none>           <none>
createsim-structure-029645204-xtblz    0/1     Completed   0          44m    192.168.5.38     ip-192-168-0-184.ec2.internal    <none>           <none>
createsim-structure-049675686-g66lr    0/1     Completed   0          93m    192.168.9.97     ip-192-168-22-76.ec2.internal    <none>           <none>
createsim-structure-062429791-qj47w    0/1     Completed   0          93m    192.168.16.140   ip-192-168-0-184.ec2.internal    <none>           <none>
createsim-structure-063152374-mdmph    0/1     Completed   0          93m    192.168.13.56    ip-192-168-11-110.ec2.internal   <none>           <none>
createsim-structure-072748710-dt6ts    0/1     Completed   0          44m    192.168.30.58    ip-192-168-28-81.ec2.internal    <none>           <none>
createsim-structure-074542003-9kzcq    0/1     Completed   0          44m    192.168.15.100   ip-192-168-16-239.ec2.internal   <none>           <none>
createsim-structure-080858971-v4bcm    0/1     Completed   0          44m    192.168.5.78     ip-192-168-11-110.ec2.internal   <none>           <none>
createsim-structure-093343854-qj82s    0/1     Completed   0          93m    192.168.0.36     ip-192-168-28-81.ec2.internal    <none>           <none>
mlrunner-structure-011275643-b578z     0/1     Completed   0          100m   192.168.24.221   ip-192-168-0-184.ec2.internal    <none>           <none>
mlrunner-structure-016995260-wkkns     0/1     Completed   0          100m   192.168.27.123   ip-192-168-7-215.ec2.internal    <none>           <none>
mlrunner-structure-029645204-2j6f5     0/1     Completed   0          45m    192.168.25.123   ip-192-168-11-110.ec2.internal   <none>           <none>
mlrunner-structure-049675686-rw7m5     0/1     Completed   0          100m   192.168.19.229   ip-192-168-22-76.ec2.internal    <none>           <none>
mlrunner-structure-062429791-znst6     0/1     Completed   0          100m   192.168.4.108    ip-192-168-16-239.ec2.internal   <none>           <none>
mlrunner-structure-063152374-tlcpr     0/1     Completed   0          100m   192.168.15.40    ip-192-168-11-110.ec2.internal   <none>           <none>
mlrunner-structure-072748710-8vk6f     0/1     Completed   0          45m    192.168.19.220   ip-192-168-22-76.ec2.internal    <none>           <none>
mlrunner-structure-074542003-8tg6f     0/1     Completed   0          45m    192.168.12.164   ip-192-168-16-239.ec2.internal   <none>           <none>
mlrunner-structure-080858971-vhhfj     0/1     Completed   0          45m    192.168.3.54     ip-192-168-0-184.ec2.internal    <none>           <none>
mlrunner-structure-093343854-gfh7t     0/1     Completed   0          100m   192.168.8.130    ip-192-168-28-81.ec2.internal    <none>           <none>
mummi-manager-d6f98c7dd-h6bl2          1/1     Running     0          100m   192.168.26.102   ip-192-168-29-167.ec2.internal   <none>           <none>
registry-0                             1/1     Running     0          100m   192.168.6.231    ip-192-168-29-167.ec2.internal   <none>           <none>
