NAME                                   READY   STATUS      RESTARTS   AGE   IP               NODE                             NOMINATED NODE   READINESS GATES
cganalysis-structure-004396842-szlns   0/1     Completed   0          71m   192.168.24.189   ip-192-168-6-87.ec2.internal     <none>           <none>
cganalysis-structure-010998339-jgtfb   0/1     Completed   0          31m   192.168.26.184   ip-192-168-30-180.ec2.internal   <none>           <none>
cganalysis-structure-015059657-gwbdp   0/1     Completed   0          32m   192.168.17.207   ip-192-168-11-198.ec2.internal   <none>           <none>
cganalysis-structure-015490701-lgk9w   0/1     Completed   0          71m   192.168.22.187   ip-192-168-25-44.ec2.internal    <none>           <none>
cganalysis-structure-052691500-fd55z   0/1     Completed   0          32m   192.168.25.110   ip-192-168-8-240.ec2.internal    <none>           <none>
cganalysis-structure-056277282-swvbw   0/1     Completed   0          32m   192.168.19.31    ip-192-168-25-44.ec2.internal    <none>           <none>
cganalysis-structure-061753916-cfxn9   0/1     Completed   0          71m   192.168.24.62    ip-192-168-8-240.ec2.internal    <none>           <none>
cganalysis-structure-066159450-j28ch   0/1     Completed   0          71m   192.168.8.117    ip-192-168-11-198.ec2.internal   <none>           <none>
cganalysis-structure-081585831-clqhk   0/1     Completed   0          71m   192.168.0.200    ip-192-168-24-41.ec2.internal    <none>           <none>
cganalysis-structure-092670394-7s2th   0/1     Completed   0          70m   192.168.23.37    ip-192-168-30-180.ec2.internal   <none>           <none>
createsim-structure-004396842-wqmxj    0/1     Completed   0          80m   192.168.14.169   ip-192-168-24-41.ec2.internal    <none>           <none>
createsim-structure-010998339-qfgwj    0/1     Completed   0          39m   192.168.24.189   ip-192-168-6-87.ec2.internal     <none>           <none>
createsim-structure-015059657-89jv5    0/1     Completed   0          40m   192.168.14.49    ip-192-168-25-44.ec2.internal    <none>           <none>
createsim-structure-015490701-ztwlq    0/1     Completed   0          80m   192.168.13.36    ip-192-168-25-44.ec2.internal    <none>           <none>
createsim-structure-052691500-j5cm6    0/1     Completed   0          40m   192.168.6.31     ip-192-168-8-240.ec2.internal    <none>           <none>
createsim-structure-056277282-p5dlf    0/1     Completed   0          40m   192.168.24.11    ip-192-168-30-180.ec2.internal   <none>           <none>
createsim-structure-061753916-2mq4h    0/1     Completed   0          80m   192.168.23.12    ip-192-168-11-198.ec2.internal   <none>           <none>
createsim-structure-066159450-xz2kd    0/1     Completed   0          80m   192.168.27.4     ip-192-168-8-240.ec2.internal    <none>           <none>
createsim-structure-079737571-82ggh    0/1     Error       0          40m   192.168.16.145   ip-192-168-11-198.ec2.internal   <none>           <none>
createsim-structure-081585831-jdw6f    0/1     Completed   0          80m   192.168.15.155   ip-192-168-6-87.ec2.internal     <none>           <none>
createsim-structure-085592883-nj2tt    0/1     Error       0          80m   192.168.1.129    ip-192-168-30-180.ec2.internal   <none>           <none>
createsim-structure-092670394-89pm9    0/1     Completed   0          77m   192.168.0.229    ip-192-168-30-180.ec2.internal   <none>           <none>
mlrunner-structure-004396842-bqnt5     0/1     Completed   0          86m   192.168.24.189   ip-192-168-6-87.ec2.internal     <none>           <none>
mlrunner-structure-010998339-zc9gv     0/1     Completed   0          40m   192.168.4.189    ip-192-168-11-198.ec2.internal   <none>           <none>
mlrunner-structure-015059657-wxwx7     0/1     Completed   0          41m   192.168.26.240   ip-192-168-25-44.ec2.internal    <none>           <none>
mlrunner-structure-015490701-stjf5     0/1     Completed   0          86m   192.168.9.174    ip-192-168-24-41.ec2.internal    <none>           <none>
mlrunner-structure-052691500-xs2pg     0/1     Completed   0          41m   192.168.11.143   ip-192-168-8-240.ec2.internal    <none>           <none>
mlrunner-structure-056277282-rzd79     0/1     Completed   0          41m   192.168.31.84    ip-192-168-6-87.ec2.internal     <none>           <none>
mlrunner-structure-061753916-6zz9p     0/1     Completed   0          86m   192.168.20.158   ip-192-168-25-44.ec2.internal    <none>           <none>
mlrunner-structure-066159450-ft4jj     0/1     Completed   0          86m   192.168.15.28    ip-192-168-8-240.ec2.internal    <none>           <none>
mlrunner-structure-079737571-6v5bm     0/1     Completed   0          41m   192.168.18.132   ip-192-168-11-198.ec2.internal   <none>           <none>
mlrunner-structure-081585831-825gl     0/1     Completed   0          86m   192.168.1.28     ip-192-168-11-198.ec2.internal   <none>           <none>
mlrunner-structure-085592883-nx55c     0/1     Completed   0          86m   192.168.1.202    ip-192-168-30-180.ec2.internal   <none>           <none>
mlrunner-structure-092670394-f9x2s     0/1     Completed   0          78m   192.168.23.37    ip-192-168-30-180.ec2.internal   <none>           <none>
mummi-manager-55b864fb8f-lg425         1/1     Running     0          86m   192.168.38.109   ip-192-168-41-200.ec2.internal   <none>           <none>
registry-0                             1/1     Running     0          86m   192.168.50.15    ip-192-168-41-200.ec2.internal   <none>           <none>
