,experiment,event,duration,global,iteration
0,gpu-static,workflow_complete,7966.996721029282,wfmanager_run_workflow,0
1,gpu-static,wfmanager_init_mlserver,15.065907001495361,wfmanager_init_mlserver,0
2,gpu-static,wfmanager_add_new_patches_mlserver_0,10.401301145553589,wfmanager_add_new_patches_mlserver,0
3,gpu-static,wfmanager_update_jobs_0,1.2061364650726318,wfmanager_update_jobs,0
4,gpu-static,wfmanager_add_new_patches_mlserver_1,6.5257463455200195,wfmanager_add_new_patches_mlserver,0
5,gpu-static,wfmanager_update_jobs_46,1.1993048191070557,wfmanager_update_jobs,0
6,gpu-static,wfmanager_update_jobs_47,1.0417075157165527,wfmanager_update_jobs,0
7,gpu-static,wfmanager_update_jobs_94,1.073049783706665,wfmanager_update_jobs,0
8,gpu-static,wfmanager_update_jobs_236,1.187255620956421,wfmanager_update_jobs,0
9,gpu-static,wfmanager_update_jobs_261,2.153679609298706,wfmanager_update_jobs,0
10,gpu-static,wfmanager_update_jobs_455,1.557701587677002,wfmanager_update_jobs,0
11,gpu-static,wfmanager_update_jobs_530,1.104461431503296,wfmanager_update_jobs,0
12,gpu-static,workflow_complete,7951.7755382061005,wfmanager_run_workflow,1
13,gpu-static,wfmanager_init_mlserver,15.07940125465393,wfmanager_init_mlserver,1
14,gpu-static,wfmanager_add_new_patches_mlserver_0,10.30134105682373,wfmanager_add_new_patches_mlserver,1
15,gpu-static,wfmanager_update_jobs_0,1.344177484512329,wfmanager_update_jobs,1
16,gpu-static,wfmanager_add_new_patches_mlserver_1,6.649969100952148,wfmanager_add_new_patches_mlserver,1
17,gpu-static,wfmanager_update_jobs_45,1.284879207611084,wfmanager_update_jobs,1
18,gpu-static,wfmanager_update_jobs_47,1.145970106124878,wfmanager_update_jobs,1
19,gpu-static,wfmanager_update_jobs_92,1.0438566207885742,wfmanager_update_jobs,1
20,gpu-static,wfmanager_update_jobs_317,1.0147173404693604,wfmanager_update_jobs,1
21,gpu-static,wfmanager_update_jobs_332,1.1099801063537598,wfmanager_update_jobs,1
22,gpu-static,wfmanager_update_jobs_368,1.0444073677062988,wfmanager_update_jobs,1
23,gpu-static,wfmanager_update_jobs_408,1.0147197246551514,wfmanager_update_jobs,1
24,gpu-static,wfmanager_update_jobs_410,1.0053131580352783,wfmanager_update_jobs,1
25,gpu-static,wfmanager_update_jobs_455,1.0934622287750244,wfmanager_update_jobs,1
26,gpu-static,workflow_complete,7844.771843671799,wfmanager_run_workflow,2
27,gpu-static,wfmanager_init_mlserver,25.111826181411743,wfmanager_init_mlserver,2
28,gpu-static,wfmanager_add_new_patches_mlserver_0,16.003187656402588,wfmanager_add_new_patches_mlserver,2
29,gpu-static,wfmanager_update_jobs_0,1.7382876873016357,wfmanager_update_jobs,2
30,gpu-static,wfmanager_add_new_patches_mlserver_1,11.856340885162354,wfmanager_add_new_patches_mlserver,2
31,gpu-static,wfmanager_update_jobs_37,1.1718194484710693,wfmanager_update_jobs,2
32,gpu-static,wfmanager_update_jobs_43,1.1827385425567627,wfmanager_update_jobs,2
33,gpu-static,wfmanager_update_jobs_81,1.0963144302368164,wfmanager_update_jobs,2
34,gpu-static,wfmanager_update_jobs_221,1.0172688961029053,wfmanager_update_jobs,2
35,gpu-static,wfmanager_update_jobs_378,1.0020475387573242,wfmanager_update_jobs,2
36,gpu-static,wfmanager_update_jobs_394,1.508409023284912,wfmanager_update_jobs,2
37,gpu-static,wfmanager_update_jobs_443,1.3010365962982178,wfmanager_update_jobs,2
