NAME                                   READY   STATUS      RESTARTS   AGE   IP               NODE                             NOMINATED NODE   READINESS GATES
cganalysis-structure-004710046-xq56f   0/1     Completed   0          71m   192.168.18.210   ip-192-168-14-142.ec2.internal   <none>           <none>
cganalysis-structure-008411161-vgxzm   0/1     Completed   0          32m   192.168.6.233    ip-192-168-14-64.ec2.internal    <none>           <none>
cganalysis-structure-018739629-zgcw2   0/1     Completed   0          32m   192.168.15.240   ip-192-168-8-24.ec2.internal     <none>           <none>
cganalysis-structure-026270096-bs46f   0/1     Completed   0          32m   192.168.4.52     ip-192-168-21-201.ec2.internal   <none>           <none>
cganalysis-structure-034178392-gh4bs   0/1     Completed   0          71m   192.168.31.249   ip-192-168-12-238.ec2.internal   <none>           <none>
cganalysis-structure-050566811-62w85   0/1     Completed   0          32m   192.168.22.144   ip-192-168-14-142.ec2.internal   <none>           <none>
cganalysis-structure-065937100-szb9q   0/1     Completed   0          71m   192.168.5.63     ip-192-168-21-174.ec2.internal   <none>           <none>
cganalysis-structure-066464111-dksg4   0/1     Completed   0          71m   192.168.24.227   ip-192-168-21-201.ec2.internal   <none>           <none>
cganalysis-structure-084643342-7fxdv   0/1     Completed   0          71m   192.168.16.106   ip-192-168-8-24.ec2.internal     <none>           <none>
cganalysis-structure-090442291-fpbzp   0/1     Completed   0          71m   192.168.6.14     ip-192-168-14-64.ec2.internal    <none>           <none>
createsim-structure-004710046-9lplz    0/1     Completed   0          80m   192.168.17.211   ip-192-168-14-142.ec2.internal   <none>           <none>
createsim-structure-008411161-82hbh    0/1     Completed   0          40m   192.168.31.139   ip-192-168-14-64.ec2.internal    <none>           <none>
createsim-structure-018739629-ccq64    0/1     Completed   0          40m   192.168.28.251   ip-192-168-8-24.ec2.internal     <none>           <none>
createsim-structure-026270096-fbqrn    0/1     Completed   0          40m   192.168.27.144   ip-192-168-21-201.ec2.internal   <none>           <none>
createsim-structure-034178392-x4j54    0/1     Completed   0          80m   192.168.10.220   ip-192-168-12-238.ec2.internal   <none>           <none>
createsim-structure-050566811-nw6zv    0/1     Completed   0          40m   192.168.22.217   ip-192-168-14-142.ec2.internal   <none>           <none>
createsim-structure-065937100-9vnhc    0/1     Completed   0          80m   192.168.30.223   ip-192-168-21-174.ec2.internal   <none>           <none>
createsim-structure-066464111-xqskt    0/1     Completed   0          80m   192.168.21.160   ip-192-168-21-201.ec2.internal   <none>           <none>
createsim-structure-084643342-xr5sd    0/1     Completed   0          80m   192.168.3.66     ip-192-168-8-24.ec2.internal     <none>           <none>
createsim-structure-090442291-ddj8v    0/1     Completed   0          80m   192.168.29.198   ip-192-168-14-64.ec2.internal    <none>           <none>
mlrunner-structure-004710046-8fwld     0/1     Completed   0          86m   192.168.7.104    ip-192-168-14-142.ec2.internal   <none>           <none>
mlrunner-structure-008411161-znh5b     0/1     Completed   0          41m   192.168.19.96    ip-192-168-12-238.ec2.internal   <none>           <none>
mlrunner-structure-018739629-mt8qx     0/1     Completed   0          41m   192.168.5.35     ip-192-168-14-142.ec2.internal   <none>           <none>
mlrunner-structure-026270096-rw5q7     0/1     Completed   0          41m   192.168.5.165    ip-192-168-21-201.ec2.internal   <none>           <none>
mlrunner-structure-034178392-mdll6     0/1     Completed   0          86m   192.168.2.217    ip-192-168-12-238.ec2.internal   <none>           <none>
mlrunner-structure-050566811-xvr4h     0/1     Completed   0          41m   192.168.12.53    ip-192-168-21-174.ec2.internal   <none>           <none>
mlrunner-structure-065937100-srmc2     0/1     Completed   0          86m   192.168.4.210    ip-192-168-8-24.ec2.internal     <none>           <none>
mlrunner-structure-066464111-c4ph8     0/1     Completed   0          86m   192.168.1.233    ip-192-168-21-201.ec2.internal   <none>           <none>
mlrunner-structure-084643342-79h5f     0/1     Completed   0          86m   192.168.12.73    ip-192-168-21-174.ec2.internal   <none>           <none>
mlrunner-structure-090442291-5wshh     0/1     Completed   0          86m   192.168.6.233    ip-192-168-14-64.ec2.internal    <none>           <none>
mummi-manager-55b864fb8f-npnzq         1/1     Running     0          86m   192.168.53.104   ip-192-168-59-152.ec2.internal   <none>           <none>
registry-0                             1/1     Running     0          86m   192.168.60.169   ip-192-168-59-152.ec2.internal   <none>           <none>
