NAME                                             READY   STATUS      RESTARTS      AGE    IP               NODE                             NOMINATED NODE   READINESS GATES
cganalysis-structure-iter00-000000000000-ztm47   0/1     Completed   0             141m   192.168.24.169   ip-192-168-14-166.ec2.internal   <none>           <none>
cganalysis-structure-iter00-000000000001-mrm48   0/1     Completed   0             141m   192.168.7.253    ip-192-168-27-104.ec2.internal   <none>           <none>
cganalysis-structure-iter00-000000000002-g544x   0/1     Completed   0             132m   192.168.6.191    ip-192-168-9-251.ec2.internal    <none>           <none>
cganalysis-structure-iter00-000000000003-l4qsd   0/1     Completed   0             111m   192.168.27.106   ip-192-168-14-166.ec2.internal   <none>           <none>
cganalysis-structure-iter00-000000000004-f89qm   0/1     Completed   0             110m   192.168.7.60     ip-192-168-27-104.ec2.internal   <none>           <none>
cganalysis-structure-iter00-000000000006-d855p   0/1     Completed   0             101m   192.168.30.46    ip-192-168-9-251.ec2.internal    <none>           <none>
cganalysis-structure-iter00-000000000008-lljn4   0/1     Completed   0             60m    192.168.14.31    ip-192-168-9-251.ec2.internal    <none>           <none>
cganalysis-structure-iter00-000000000010-bqpj6   0/1     Completed   0             60m    192.168.7.60     ip-192-168-27-104.ec2.internal   <none>           <none>
cganalysis-structure-iter00-000000000012-qcpbm   0/1     Completed   0             60m    192.168.5.40     ip-192-168-14-166.ec2.internal   <none>           <none>
cganalysis-structure-iter00-000000000014-sn56g   0/1     Completed   0             30m    192.168.9.213    ip-192-168-27-104.ec2.internal   <none>           <none>
cganalysis-structure-iter00-000000000016-2f9b7   0/1     Completed   0             30m    192.168.6.146    ip-192-168-9-251.ec2.internal    <none>           <none>
cganalysis-structure-iter00-000000000018-z8qhk   0/1     Completed   0             30m    192.168.0.206    ip-192-168-14-166.ec2.internal   <none>           <none>
createsim-structure-iter00-000000000000-cvp64    0/1     Completed   0             150m   192.168.14.185   ip-192-168-14-166.ec2.internal   <none>           <none>
createsim-structure-iter00-000000000001-q9jl8    0/1     Completed   0             150m   192.168.30.127   ip-192-168-8-20.ec2.internal     <none>           <none>
createsim-structure-iter00-000000000002-8fctz    0/1     Completed   0             141m   192.168.25.172   ip-192-168-8-20.ec2.internal     <none>           <none>
createsim-structure-iter00-000000000003-thdr4    0/1     Completed   0             141m   192.168.30.121   ip-192-168-26-243.ec2.internal   <none>           <none>
createsim-structure-iter00-000000000004-fmhqm    0/1     Completed   0             132m   192.168.30.127   ip-192-168-8-20.ec2.internal     <none>           <none>
createsim-structure-iter00-000000000006-k99ds    0/1     Completed   0             131m   192.168.4.211    ip-192-168-26-243.ec2.internal   <none>           <none>
createsim-structure-iter00-000000000008-8cj5s    0/1     Completed   0             124m   192.168.10.82    ip-192-168-8-20.ec2.internal     <none>           <none>
createsim-structure-iter00-000000000010-ggzl6    0/1     Completed   0             123m   192.168.14.19    ip-192-168-26-243.ec2.internal   <none>           <none>
createsim-structure-iter00-000000000012-w99w8    0/1     Completed   0             115m   192.168.11.35    ip-192-168-8-20.ec2.internal     <none>           <none>
createsim-structure-iter00-000000000014-wvmx2    0/1     Completed   0             114m   192.168.16.30    ip-192-168-26-243.ec2.internal   <none>           <none>
createsim-structure-iter00-000000000016-qj9rs    0/1     Completed   0             107m   192.168.0.218    ip-192-168-8-20.ec2.internal     <none>           <none>
createsim-structure-iter00-000000000018-z9nw2    0/1     Completed   0             106m   192.168.23.75    ip-192-168-26-243.ec2.internal   <none>           <none>
createsim-structure-iter00-000000000020-vvsjf    0/1     Completed   0             98m    192.168.4.28     ip-192-168-8-20.ec2.internal     <none>           <none>
createsim-structure-iter00-000000000022-h5z9j    0/1     Completed   0             97m    192.168.22.7     ip-192-168-26-243.ec2.internal   <none>           <none>
createsim-structure-iter00-000000000024-4qtmp    0/1     Completed   0             89m    192.168.0.184    ip-192-168-8-20.ec2.internal     <none>           <none>
mummi-sample-mlserver-bcbb4f76-m9ggl             1/1     Running     0             154m   192.168.11.227   ip-192-168-9-251.ec2.internal    <none>           <none>
mummi-sample-rabbitmq-7fb6b7b4d9-gd4n4           1/1     Running     0             154m   192.168.62.157   ip-192-168-46-97.ec2.internal    <none>           <none>
mummi-sample-wfmanager-568547b999-vnrv7          1/1     Running     1 (14s ago)   150m   192.168.6.200    ip-192-168-26-243.ec2.internal   <none>           <none>
registry-0                                       1/1     Running     0             154m   192.168.40.42    ip-192-168-46-97.ec2.internal    <none>           <none>
