,instance,iteration,event,duration,global,spot,hourly_cost,hours,cost
119,c7a-12xlarge,/home/vanessa/Desktop/Code/mummi-experiments/experiments/aws-march-2025/cpu-node-selector/monitor/cpu-autoscale/data/structure_030603303/createsim-c7a-12xlarge/createsims-times.json,createsims_mdrun_lipids_water_8,1.648601770401001,createsims_mdrun_lipids_water,on-demand,2.463,0.0004579449362225003,0.0011279183779160182
120,c7a-12xlarge,/home/vanessa/Desktop/Code/mummi-experiments/experiments/aws-march-2025/cpu-node-selector/monitor/cpu-autoscale/data/structure_030603303/createsim-c7a-12xlarge/createsims-times.json,createsims_trjconv_lipids_water_8,0.14142322540283203,createsims_trjconv_lipids_water,on-demand,2.463,3.9284229278564456e-05,9.675705671310426e-05
121,c7a-12xlarge,/home/vanessa/Desktop/Code/mummi-experiments/experiments/aws-march-2025/cpu-node-selector/monitor/cpu-autoscale/data/structure_030603303/createsim-c7a-12xlarge/createsims-times.json,createsims_gromacs_energy_minimization_9,0.5696117877960205,createsims_gromacs_energy_minimization,on-demand,2.463,0.0001582254966100057,0.00038970939815044406
122,c7a-12xlarge,/home/vanessa/Desktop/Code/mummi-experiments/experiments/aws-march-2025/cpu-node-selector/monitor/cpu-autoscale/data/structure_030603303/createsim-c7a-12xlarge/createsims-times.json,createsims_mdrun_lipids_water_9,1.6276423931121826,createsims_mdrun_lipids_water,on-demand,2.463,0.00045212288697560625,0.0011135786706209182
123,c7a-12xlarge,/home/vanessa/Desktop/Code/mummi-experiments/experiments/aws-march-2025/cpu-node-selector/monitor/cpu-autoscale/data/structure_030603303/createsim-c7a-12xlarge/createsims-times.json,createsims_trjconv_lipids_water_9,0.14129137992858887,createsims_trjconv_lipids_water,on-demand,2.463,3.9247605535719134e-05,9.666685243447624e-05
124,c7a-12xlarge,/home/vanessa/Desktop/Code/mummi-experiments/experiments/aws-march-2025/cpu-node-selector/monitor/cpu-autoscale/data/structure_030603303/createsim-c7a-12xlarge/createsims-times.json,createsims_gromacs_make_ndx_9,0.3199329376220703,createsims_gromacs_make_ndx,on-demand,2.463,8.88702604505751e-05,0.00021888745148976646
125,c7a-12xlarge,/home/vanessa/Desktop/Code/mummi-experiments/experiments/aws-march-2025/cpu-node-selector/monitor/cpu-autoscale/data/structure_030603303/createsim-c7a-12xlarge/createsims-times.json,createsims_generate_velocities_0,39.00947856903076,createsims_generate_velocities,on-demand,2.463,0.010835966269175212,0.02668898492097855
126,c7a-12xlarge,/home/vanessa/Desktop/Code/mummi-experiments/experiments/aws-march-2025/cpu-node-selector/monitor/cpu-autoscale/data/structure_030603303/createsim-c7a-12xlarge/createsims-times.json,createsims_short_equilibration_0,79.01087832450867,createsims_short_equilibration,on-demand,2.463,0.02194746620125241,0.05405660925368468
127,c7a-12xlarge,/home/vanessa/Desktop/Code/mummi-experiments/experiments/aws-march-2025/cpu-node-selector/monitor/cpu-autoscale/data/structure_030603303/createsim-c7a-12xlarge/createsims-times.json,createsims_pull_molecules_0,323.75230956077576,createsims_pull_molecules,on-demand,2.463,0.0899311971002155,0.22150053845783077
128,c7a-12xlarge,/home/vanessa/Desktop/Code/mummi-experiments/experiments/aws-march-2025/cpu-node-selector/monitor/cpu-autoscale/data/structure_030603303/createsim-c7a-12xlarge/createsims-times.json,createsims_relax_protein,25.62465524673462,createsims_relax_protein,on-demand,2.463,0.007117959790759617,0.017531534964640938
129,c7a-12xlarge,/home/vanessa/Desktop/Code/mummi-experiments/experiments/aws-march-2025/cpu-node-selector/monitor/cpu-autoscale/data/structure_030603303/createsim-c7a-12xlarge/createsims-times.json,createsims_short_equilibration_20fs,84.07684206962585,createsims_short_equilibration,on-demand,2.463,0.02335467835267385,0.05752257278263569
130,c7a-12xlarge,/home/vanessa/Desktop/Code/mummi-experiments/experiments/aws-march-2025/cpu-node-selector/monitor/cpu-autoscale/data/structure_030603303/createsim-c7a-12xlarge/createsims-times.json,createsims_prime_cg_sim,0.7618513107299805,createsims_prime_cg_sim,on-demand,2.463,0.00021162536409166126,0.0005212332717577617
131,c7a-12xlarge,/home/vanessa/Desktop/Code/mummi-experiments/experiments/aws-march-2025/cpu-node-selector/monitor/cpu-autoscale-0/data/structure_057708346/createsim-c7a-12xlarge/createsims-times.json,createsim_runtime,554.2742280960083,createsim_runtime,on-demand,2.463,0.15396506336000232,0.37921595105568573
