NAME                                   READY   STATUS      RESTARTS   AGE    IP               NODE                            NOMINATED NODE   READINESS GATES
cganalysis-structure-003611372-kgkcg   0/1     Completed   0          31m    192.168.15.8     ip-192-168-4-158.ec2.internal   <none>           <none>
cganalysis-structure-005964402-zh4df   0/1     Completed   0          31m    192.168.10.91    ip-192-168-28-44.ec2.internal   <none>           <none>
cganalysis-structure-011923496-kp7zd   0/1     Completed   0          77m    192.168.9.251    ip-192-168-7-147.ec2.internal   <none>           <none>
cganalysis-structure-017238464-4hw27   0/1     Completed   0          31m    192.168.1.128    ip-192-168-27-52.ec2.internal   <none>           <none>
cganalysis-structure-028821557-q6p5v   0/1     Completed   0          78m    192.168.9.18     ip-192-168-4-158.ec2.internal   <none>           <none>
cganalysis-structure-051251703-fpfg9   0/1     Completed   0          30m    192.168.31.44    ip-192-168-19-21.ec2.internal   <none>           <none>
cganalysis-structure-070398509-hdmlx   0/1     Completed   0          78m    192.168.8.197    ip-192-168-27-52.ec2.internal   <none>           <none>
cganalysis-structure-075640678-nxdrr   0/1     Completed   0          77m    192.168.21.35    ip-192-168-19-21.ec2.internal   <none>           <none>
cganalysis-structure-093263929-6ddgc   0/1     Completed   0          78m    192.168.5.251    ip-192-168-28-44.ec2.internal   <none>           <none>
cganalysis-structure-095063182-rmxjz   0/1     Completed   0          78m    192.168.20.66    ip-192-168-1-251.ec2.internal   <none>           <none>
createsim-structure-003611372-c5q4s    0/1     Completed   0          44m    192.168.15.115   ip-192-168-1-251.ec2.internal   <none>           <none>
createsim-structure-005964402-qfhhb    0/1     Completed   0          44m    192.168.25.8     ip-192-168-4-158.ec2.internal   <none>           <none>
createsim-structure-011923496-7x5g2    0/1     Completed   0          94m    192.168.28.129   ip-192-168-7-147.ec2.internal   <none>           <none>
createsim-structure-017238464-lqcq4    0/1     Completed   0          44m    192.168.21.35    ip-192-168-19-21.ec2.internal   <none>           <none>
createsim-structure-028821557-d7mtv    0/1     Completed   0          93m    192.168.27.203   ip-192-168-4-158.ec2.internal   <none>           <none>
createsim-structure-051251703-ss9cj    0/1     Completed   0          44m    192.168.1.139    ip-192-168-7-147.ec2.internal   <none>           <none>
createsim-structure-070398509-v6fps    0/1     Completed   0          94m    192.168.26.238   ip-192-168-27-52.ec2.internal   <none>           <none>
createsim-structure-075640678-wlfhq    0/1     Completed   0          93m    192.168.31.44    ip-192-168-19-21.ec2.internal   <none>           <none>
createsim-structure-093263929-45kq8    0/1     Completed   0          94m    192.168.31.193   ip-192-168-28-44.ec2.internal   <none>           <none>
createsim-structure-095063182-7sznf    0/1     Completed   0          93m    192.168.4.25     ip-192-168-1-251.ec2.internal   <none>           <none>
mlrunner-structure-003611372-z8d7n     0/1     Completed   0          45m    192.168.27.204   ip-192-168-19-21.ec2.internal   <none>           <none>
mlrunner-structure-005964402-c2zsr     0/1     Completed   0          45m    192.168.10.91    ip-192-168-28-44.ec2.internal   <none>           <none>
mlrunner-structure-011923496-7662w     0/1     Completed   0          101m   192.168.1.74     ip-192-168-28-44.ec2.internal   <none>           <none>
mlrunner-structure-017238464-5tg58     0/1     Completed   0          45m    192.168.27.203   ip-192-168-4-158.ec2.internal   <none>           <none>
mlrunner-structure-028821557-jrbdh     0/1     Completed   0          101m   192.168.9.18     ip-192-168-4-158.ec2.internal   <none>           <none>
mlrunner-structure-051251703-zkjwt     0/1     Completed   0          45m    192.168.10.158   ip-192-168-27-52.ec2.internal   <none>           <none>
mlrunner-structure-070398509-q5d9d     0/1     Completed   0          101m   192.168.29.108   ip-192-168-7-147.ec2.internal   <none>           <none>
mlrunner-structure-075640678-898kv     0/1     Completed   0          101m   192.168.1.140    ip-192-168-19-21.ec2.internal   <none>           <none>
mlrunner-structure-093263929-vkckl     0/1     Completed   0          101m   192.168.29.227   ip-192-168-27-52.ec2.internal   <none>           <none>
mlrunner-structure-095063182-r29zf     0/1     Completed   0          101m   192.168.6.141    ip-192-168-1-251.ec2.internal   <none>           <none>
mummi-manager-d6f98c7dd-mkgxj          1/1     Running     0          101m   192.168.6.196    ip-192-168-26-46.ec2.internal   <none>           <none>
registry-0                             1/1     Running     0          101m   192.168.7.178    ip-192-168-26-46.ec2.internal   <none>           <none>
