,experiment,function,job,duration,iteration
75,cpu-static,createsims_gromacs_energy_minimization,createsim,23.461896419525146,0
76,cpu-static,createsims_gromacs_energy_minimization,createsim,8.382508516311646,1
77,cpu-static,createsims_gromacs_energy_minimization,createsim,23.454092502593994,2
78,cpu-static,createsims_gromacs_make_ndx,createsim,4.599850177764893,0
79,cpu-static,createsims_gromacs_make_ndx,createsim,4.61010217666626,1
80,cpu-static,createsims_gromacs_make_ndx,createsim,4.598189830780029,2
81,cpu-static,createsims_mdrun_lipids_water,createsim,36.578152894973755,0
82,cpu-static,createsims_mdrun_lipids_water,createsim,15.058339595794678,1
83,cpu-static,createsims_mdrun_lipids_water,createsim,37.7751202583313,2
84,cpu-static,createsims_prime_cg_sim,createsim,10.895906686782837,0
85,cpu-static,createsims_prime_cg_sim,createsim,10.907244443893433,1
86,cpu-static,createsims_prime_cg_sim,createsim,10.906811475753784,2
87,cpu-static,createsims_pull_molecules,createsim,2747.418076276779,0
88,cpu-static,createsims_pull_molecules,createsim,2782.9939601421356,1
89,cpu-static,createsims_pull_molecules,createsim,2768.2794876098633,2
90,cpu-static,createsims_relax_protein,createsim,224.5748631954193,0
91,cpu-static,createsims_relax_protein,createsim,224.53521132469177,1
92,cpu-static,createsims_relax_protein,createsim,224.26633143424988,2
93,cpu-static,createsims_setup_cg_sim,createsim,4776.902229070663,0
94,cpu-static,createsims_setup_cg_sim,createsim,4761.718413591385,1
95,cpu-static,createsims_setup_cg_sim,createsim,4806.169492483139,2
96,cpu-static,createsims_short_equilibration,createsim,1373.7885682582855,0
97,cpu-static,createsims_short_equilibration,createsim,1366.8929290771484,1
98,cpu-static,createsims_short_equilibration,createsim,1376.1172561645508,2
99,cpu-static,createsims_trjconv_lipids_water,createsim,4.589202165603638,0
100,cpu-static,createsims_trjconv_lipids_water,createsim,1.6434383392333984,1
101,cpu-static,createsims_trjconv_lipids_water,createsim,4.592386484146118,2
102,gpu-autoscale,cganalysis_load_mdanalysis,cganalysis,7.8030946254730225,0
103,gpu-autoscale,cganalysis_load_mdanalysis,cganalysis,7.746315240859985,1
104,gpu-autoscale,cganalysis_load_mdanalysis,cganalysis,7.800478935241699,2
105,gpu-autoscale,cganalysis_main_analysis,cganalysis,17779.93208503723,0
106,gpu-autoscale,cganalysis_main_analysis,cganalysis,17778.387300252914,1
107,gpu-autoscale,cganalysis_main_analysis,cganalysis,17779.42963409424,2
108,gpu-autoscale,cganalysis_run,cganalysis,17838.699114084244,0
109,gpu-autoscale,cganalysis_run,cganalysis,17837.088527917862,1
110,gpu-autoscale,cganalysis_run,cganalysis,17838.17992591858,2
111,gpu-autoscale,cganalysis_run_simulation,cganalysis,50.11762094497681,0
112,gpu-autoscale,cganalysis_run_simulation,cganalysis,50.10767936706543,1
113,gpu-autoscale,cganalysis_run_simulation,cganalysis,50.106160163879395,2
114,gpu-autoscale,cganalysis_simrun,cganalysis,50.1162965297699,0
115,gpu-autoscale,cganalysis_simrun,cganalysis,50.106236696243286,1
116,gpu-autoscale,cganalysis_simrun,cganalysis,50.104787826538086,2
117,gpu-autoscale,createsim_runtime,createsim,7998.641841411591,0
118,gpu-autoscale,createsim_runtime,createsim,8112.828285217285,1
