,name,kind,job,event,duration,container,experiment,iteration
573,mlrunner-structure-066464111,Job,mlrunner,running,345,,cpu-static,1
574,mlrunner-structure-066464111-c4ph8,Pod,,pulled-timestamp,1741990110.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
575,mlrunner-structure-066464111-c4ph8,Pod,,pulling-timestamp,1741989874.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
576,mlrunner-structure-066464111-c4ph8,Pod,,scheduled-timestamp,1741989873.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
577,mlrunner-structure-066464111-c4ph8,Pod,,created-timestamp,1741990110.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
578,mlrunner-structure-066464111-c4ph8,Pod,,created,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
579,mlrunner-structure-066464111-c4ph8,Pod,,started-timestamp,1741990111.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
580,mlrunner-structure-066464111-c4ph8,Pod,,started,1,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
581,mlrunner-structure-066464111-c4ph8,Pod,,pulled,236.318835223,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
582,mlrunner-structure-084643342,Job,mlrunner,successfulcreate-timestamp,1741989873.0,,cpu-static,1
583,mlrunner-structure-084643342,Job,mlrunner,completed-timestamp,1741990216.0,,cpu-static,1
584,mlrunner-structure-084643342,Job,mlrunner,running,343,,cpu-static,1
585,mlrunner-structure-084643342-79h5f,Pod,,pulled-timestamp,1741990108.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
586,mlrunner-structure-084643342-79h5f,Pod,,pulling-timestamp,1741989874.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
587,mlrunner-structure-084643342-79h5f,Pod,,scheduled-timestamp,1741989873.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
588,mlrunner-structure-084643342-79h5f,Pod,,created-timestamp,1741990109.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
589,mlrunner-structure-084643342-79h5f,Pod,,created,1,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
590,mlrunner-structure-084643342-79h5f,Pod,,started-timestamp,1741990109.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
591,mlrunner-structure-084643342-79h5f,Pod,,started,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
592,mlrunner-structure-084643342-79h5f,Pod,,pulled,234.779012485,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
593,mlrunner-structure-004710046,Job,mlrunner,successfulcreate-timestamp,1741989873.0,,cpu-static,1
594,mlrunner-structure-004710046,Job,mlrunner,completed-timestamp,1741990223.0,,cpu-static,1
595,mlrunner-structure-004710046,Job,mlrunner,running,350,,cpu-static,1
596,mlrunner-structure-004710046-8fwld,Pod,,pulled-timestamp,1741990111.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
597,mlrunner-structure-004710046-8fwld,Pod,,pulling-timestamp,1741989874.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
598,mlrunner-structure-004710046-8fwld,Pod,,scheduled-timestamp,1741989873.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
599,mlrunner-structure-004710046-8fwld,Pod,,created-timestamp,1741990111.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
600,mlrunner-structure-004710046-8fwld,Pod,,created,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
601,mlrunner-structure-004710046-8fwld,Pod,,started-timestamp,1741990112.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
602,mlrunner-structure-004710046-8fwld,Pod,,started,1,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
603,mlrunner-structure-004710046-8fwld,Pod,,pulled,237.424057804,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
604,mlrunner-structure-090442291,Job,mlrunner,successfulcreate-timestamp,1741989873.0,,cpu-static,1
605,mlrunner-structure-090442291,Job,mlrunner,completed-timestamp,1741990226.0,,cpu-static,1
606,mlrunner-structure-090442291,Job,mlrunner,running,353,,cpu-static,1
607,mlrunner-structure-090442291-5wshh,Pod,,pulled-timestamp,1741990117.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
608,mlrunner-structure-090442291-5wshh,Pod,,pulling-timestamp,1741989874.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
609,mlrunner-structure-090442291-5wshh,Pod,,scheduled-timestamp,1741989873.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
610,mlrunner-structure-090442291-5wshh,Pod,,created-timestamp,1741990117.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
611,mlrunner-structure-090442291-5wshh,Pod,,created,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
612,mlrunner-structure-090442291-5wshh,Pod,,started-timestamp,1741990118.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
613,mlrunner-structure-090442291-5wshh,Pod,,started,1,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
614,mlrunner-structure-090442291-5wshh,Pod,,pulled,243.048406292,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
615,mlrunner-structure-034178392,Job,mlrunner,successfulcreate-timestamp,1741989873.0,,cpu-static,1
616,mlrunner-structure-034178392,Job,mlrunner,completed-timestamp,1741990219.0,,cpu-static,1
617,mlrunner-structure-034178392,Job,mlrunner,running,346,,cpu-static,1
618,mlrunner-structure-034178392-mdll6,Pod,,pulled-timestamp,1741990109.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
619,mlrunner-structure-034178392-mdll6,Pod,,pulling-timestamp,1741989874.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
620,mlrunner-structure-034178392-mdll6,Pod,,scheduled-timestamp,1741989873.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
621,mlrunner-structure-034178392-mdll6,Pod,,created-timestamp,1741990110.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
622,mlrunner-structure-034178392-mdll6,Pod,,created,1,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
623,mlrunner-structure-034178392-mdll6,Pod,,started-timestamp,1741990110.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
624,mlrunner-structure-034178392-mdll6,Pod,,started,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
625,mlrunner-structure-034178392-mdll6,Pod,,pulled,235.582083383,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:mlrunner-arm,cpu-static,1
626,createsim-structure-065937100,Job,createsim,successfulcreate-timestamp,1741990216.0,,cpu-static,1
627,createsim-structure-065937100,Job,createsim,completed-timestamp,1741990759.0,,cpu-static,1
628,createsim-structure-065937100,Job,createsim,running,543,,cpu-static,1
629,createsim-structure-065937100-9vnhc,Pod,createsim,pulled-timestamp,1741990270.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
630,createsim-structure-065937100-9vnhc,Pod,createsim,pulling-timestamp,1741990217.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
631,createsim-structure-065937100-9vnhc,Pod,createsim,scheduled-timestamp,1741990216.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
632,createsim-structure-065937100-9vnhc,Pod,createsim,created-timestamp,1741990270.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
633,createsim-structure-065937100-9vnhc,Pod,createsim,created,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
634,createsim-structure-065937100-9vnhc,Pod,createsim,started-timestamp,1741990270.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
635,createsim-structure-065937100-9vnhc,Pod,createsim,started,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
636,createsim-structure-065937100-9vnhc,Pod,createsim,pulled,53.353595642,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
637,createsim-structure-084643342,Job,createsim,successfulcreate-timestamp,1741990216.0,,cpu-static,1
638,createsim-structure-084643342,Job,createsim,completed-timestamp,1741990759.0,,cpu-static,1
639,createsim-structure-084643342,Job,createsim,running,543,,cpu-static,1
640,createsim-structure-084643342-xr5sd,Pod,createsim,pulled-timestamp,1741990270.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
641,createsim-structure-084643342-xr5sd,Pod,createsim,pulling-timestamp,1741990217.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
642,createsim-structure-084643342-xr5sd,Pod,createsim,scheduled-timestamp,1741990216.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
643,createsim-structure-084643342-xr5sd,Pod,createsim,created-timestamp,1741990270.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
644,createsim-structure-084643342-xr5sd,Pod,createsim,created,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
645,createsim-structure-084643342-xr5sd,Pod,createsim,started-timestamp,1741990270.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
646,createsim-structure-084643342-xr5sd,Pod,createsim,started,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
647,createsim-structure-084643342-xr5sd,Pod,createsim,pulled,52.871853848,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
648,createsim-structure-066464111,Job,createsim,successfulcreate-timestamp,1741990218.0,,cpu-static,1
649,createsim-structure-066464111,Job,createsim,completed-timestamp,1741990750.0,,cpu-static,1
650,createsim-structure-066464111,Job,createsim,running,532,,cpu-static,1
651,createsim-structure-066464111-xqskt,Pod,createsim,pulled-timestamp,1741990270.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
652,createsim-structure-066464111-xqskt,Pod,createsim,pulling-timestamp,1741990219.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
653,createsim-structure-066464111-xqskt,Pod,createsim,scheduled-timestamp,1741990218.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
654,createsim-structure-066464111-xqskt,Pod,createsim,created-timestamp,1741990270.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
655,createsim-structure-066464111-xqskt,Pod,createsim,created,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
656,createsim-structure-066464111-xqskt,Pod,createsim,started-timestamp,1741990270.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
657,createsim-structure-066464111-xqskt,Pod,createsim,started,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
658,createsim-structure-066464111-xqskt,Pod,createsim,pulled,51.16530609,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
659,createsim-structure-034178392,Job,createsim,successfulcreate-timestamp,1741990219.0,,cpu-static,1
660,createsim-structure-034178392,Job,createsim,completed-timestamp,1741990745.0,,cpu-static,1
661,createsim-structure-034178392,Job,createsim,running,526,,cpu-static,1
662,createsim-structure-034178392-x4j54,Pod,createsim,pulled-timestamp,1741990270.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
663,createsim-structure-034178392-x4j54,Pod,createsim,pulling-timestamp,1741990219.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
664,createsim-structure-034178392-x4j54,Pod,createsim,scheduled-timestamp,1741990219.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
665,createsim-structure-034178392-x4j54,Pod,createsim,created-timestamp,1741990270.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
666,createsim-structure-034178392-x4j54,Pod,createsim,created,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
667,createsim-structure-034178392-x4j54,Pod,createsim,started-timestamp,1741990270.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
668,createsim-structure-034178392-x4j54,Pod,createsim,started,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
669,createsim-structure-034178392-x4j54,Pod,createsim,pulled,50.720860438,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
670,createsim-structure-004710046,Job,createsim,successfulcreate-timestamp,1741990223.0,,cpu-static,1
671,createsim-structure-004710046,Job,createsim,completed-timestamp,1741990753.0,,cpu-static,1
672,createsim-structure-004710046,Job,createsim,running,530,,cpu-static,1
673,createsim-structure-004710046-9lplz,Pod,createsim,pulled-timestamp,1741990270.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
674,createsim-structure-004710046-9lplz,Pod,createsim,pulling-timestamp,1741990224.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
675,createsim-structure-004710046-9lplz,Pod,createsim,scheduled-timestamp,1741990223.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
676,createsim-structure-004710046-9lplz,Pod,createsim,created-timestamp,1741990270.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
677,createsim-structure-004710046-9lplz,Pod,createsim,created,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
678,createsim-structure-004710046-9lplz,Pod,createsim,started-timestamp,1741990270.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
679,createsim-structure-004710046-9lplz,Pod,createsim,started,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
680,createsim-structure-004710046-9lplz,Pod,createsim,pulled,46.002602696,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
681,createsim-structure-090442291,Job,createsim,successfulcreate-timestamp,1741990226.0,,cpu-static,1
682,createsim-structure-090442291,Job,createsim,completed-timestamp,1741990758.0,,cpu-static,1
683,createsim-structure-090442291,Job,createsim,running,532,,cpu-static,1
684,createsim-structure-090442291-ddj8v,Pod,createsim,pulled-timestamp,1741990271.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
685,createsim-structure-090442291-ddj8v,Pod,createsim,pulling-timestamp,1741990226.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
686,createsim-structure-090442291-ddj8v,Pod,createsim,scheduled-timestamp,1741990226.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
687,createsim-structure-090442291-ddj8v,Pod,createsim,created-timestamp,1741990271.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
688,createsim-structure-090442291-ddj8v,Pod,createsim,created,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
689,createsim-structure-090442291-ddj8v,Pod,createsim,started-timestamp,1741990271.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
690,createsim-structure-090442291-ddj8v,Pod,createsim,started,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
691,createsim-structure-090442291-ddj8v,Pod,createsim,pulled,44.395139639,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:createsims-arm,cpu-static,1
692,cganalysis-structure-034178392,Job,cganalysis,successfulcreate-timestamp,1741990745.0,,cpu-static,1
693,cganalysis-structure-034178392,Job,cganalysis,completed-timestamp,1741992534.0,,cpu-static,1
694,cganalysis-structure-034178392,Job,cganalysis,running,1789,,cpu-static,1
695,cganalysis-structure-034178392-gh4bs,Pod,cganalysis,pulled-timestamp,1741990747.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
696,cganalysis-structure-034178392-gh4bs,Pod,cganalysis,pulling-timestamp,1741990746.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
697,cganalysis-structure-034178392-gh4bs,Pod,cganalysis,scheduled-timestamp,1741990745.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
698,cganalysis-structure-034178392-gh4bs,Pod,cganalysis,created-timestamp,1741990747.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
699,cganalysis-structure-034178392-gh4bs,Pod,cganalysis,created,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
700,cganalysis-structure-034178392-gh4bs,Pod,cganalysis,started-timestamp,1741990747.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
701,cganalysis-structure-034178392-gh4bs,Pod,cganalysis,started,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
702,cganalysis-structure-034178392-gh4bs,Pod,cganalysis,pulled,1.194054773,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
703,cganalysis-structure-066464111,Job,cganalysis,successfulcreate-timestamp,1741990750.0,,cpu-static,1
704,cganalysis-structure-066464111,Job,cganalysis,completed-timestamp,1741992539.0,,cpu-static,1
705,cganalysis-structure-066464111,Job,cganalysis,running,1789,,cpu-static,1
706,cganalysis-structure-066464111-dksg4,Pod,cganalysis,pulled-timestamp,1741990751.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
707,cganalysis-structure-066464111-dksg4,Pod,cganalysis,pulling-timestamp,1741990750.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
708,cganalysis-structure-066464111-dksg4,Pod,cganalysis,scheduled-timestamp,1741990750.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
709,cganalysis-structure-066464111-dksg4,Pod,cganalysis,created-timestamp,1741990751.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
710,cganalysis-structure-066464111-dksg4,Pod,cganalysis,created,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
711,cganalysis-structure-066464111-dksg4,Pod,cganalysis,started-timestamp,1741990752.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
712,cganalysis-structure-066464111-dksg4,Pod,cganalysis,started,1,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
713,cganalysis-structure-066464111-dksg4,Pod,cganalysis,pulled,1.014552463,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
714,cganalysis-structure-004710046,Job,cganalysis,successfulcreate-timestamp,1741990753.0,,cpu-static,1
715,cganalysis-structure-004710046,Job,cganalysis,completed-timestamp,1741992542.0,,cpu-static,1
716,cganalysis-structure-004710046,Job,cganalysis,running,1789,,cpu-static,1
717,cganalysis-structure-004710046-xq56f,Pod,cganalysis,pulled-timestamp,1741990755.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
718,cganalysis-structure-004710046-xq56f,Pod,cganalysis,pulling-timestamp,1741990754.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
719,cganalysis-structure-004710046-xq56f,Pod,cganalysis,scheduled-timestamp,1741990753.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
720,cganalysis-structure-004710046-xq56f,Pod,cganalysis,created-timestamp,1741990755.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
721,cganalysis-structure-004710046-xq56f,Pod,cganalysis,created,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
722,cganalysis-structure-004710046-xq56f,Pod,cganalysis,started-timestamp,1741990755.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
723,cganalysis-structure-004710046-xq56f,Pod,cganalysis,started,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
724,cganalysis-structure-004710046-xq56f,Pod,cganalysis,pulled,0.999420433,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
725,cganalysis-structure-090442291,Job,cganalysis,successfulcreate-timestamp,1741990758.0,,cpu-static,1
726,cganalysis-structure-090442291,Job,cganalysis,completed-timestamp,1741992548.0,,cpu-static,1
727,cganalysis-structure-090442291,Job,cganalysis,running,1790,,cpu-static,1
728,cganalysis-structure-090442291-fpbzp,Pod,cganalysis,pulled-timestamp,1741990760.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
729,cganalysis-structure-090442291-fpbzp,Pod,cganalysis,pulling-timestamp,1741990759.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
730,cganalysis-structure-090442291-fpbzp,Pod,cganalysis,scheduled-timestamp,1741990758.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
731,cganalysis-structure-090442291-fpbzp,Pod,cganalysis,created-timestamp,1741990760.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
732,cganalysis-structure-090442291-fpbzp,Pod,cganalysis,created,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
733,cganalysis-structure-090442291-fpbzp,Pod,cganalysis,started-timestamp,1741990760.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
734,cganalysis-structure-090442291-fpbzp,Pod,cganalysis,started,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
735,cganalysis-structure-090442291-fpbzp,Pod,cganalysis,pulled,1.130255096,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
736,cganalysis-structure-084643342,Job,cganalysis,successfulcreate-timestamp,1741990759.0,,cpu-static,1
737,cganalysis-structure-084643342,Job,cganalysis,completed-timestamp,1741992548.0,,cpu-static,1
738,cganalysis-structure-084643342,Job,cganalysis,running,1789,,cpu-static,1
739,cganalysis-structure-084643342-7fxdv,Pod,cganalysis,pulled-timestamp,1741990760.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
740,cganalysis-structure-084643342-7fxdv,Pod,cganalysis,pulling-timestamp,1741990759.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
741,cganalysis-structure-084643342-7fxdv,Pod,cganalysis,scheduled-timestamp,1741990759.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
742,cganalysis-structure-084643342-7fxdv,Pod,cganalysis,created-timestamp,1741990760.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
743,cganalysis-structure-084643342-7fxdv,Pod,cganalysis,created,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
744,cganalysis-structure-084643342-7fxdv,Pod,cganalysis,started-timestamp,1741990760.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
745,cganalysis-structure-084643342-7fxdv,Pod,cganalysis,started,0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
746,cganalysis-structure-084643342-7fxdv,Pod,cganalysis,pulled,1.053662666,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
747,cganalysis-structure-065937100,Job,cganalysis,successfulcreate-timestamp,1741990759.0,,cpu-static,1
748,cganalysis-structure-065937100,Job,cganalysis,completed-timestamp,1741992548.0,,cpu-static,1
749,cganalysis-structure-065937100,Job,cganalysis,running,1789,,cpu-static,1
750,cganalysis-structure-065937100-szb9q,Pod,cganalysis,pulled-timestamp,1741990761.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
751,cganalysis-structure-065937100-szb9q,Pod,cganalysis,pulling-timestamp,1741990760.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
752,cganalysis-structure-065937100-szb9q,Pod,cganalysis,scheduled-timestamp,1741990759.0,633731392008.dkr.ecr.us-east-1.amazonaws.com/mini-mummi:cganalysis-arm,cpu-static,1
